keyword_id,keyword_text,campaign_id,campaign_name,match_type,date,current_bid,impressions,clicks,conversions,spend,revenue,campaign_daily_budget
K412,command strips,C003,Home & Kitchen,phrase,2025-02-18,2.42,447,10,1,13.2,35.25,400.0
K413,velcro strips,C009,Electronics Deals,exact,2025-02-18,2.93,777,20,1,24.2,62.95,500.0
K414,rubber bands,C009,Electronics Deals,phrase,2025-02-18,4.05,1656,13,1,26.65,37.99,500.0
K415,binder clips,C001,Headphones & Audio,phrase,2025-02-18,1.58,383,10,0,7.8,0.0,300.0
K416,sticky notes,C008,Pet Supplies,phrase,2025-02-18,1.2,725,7,0,3.43,0.0,120.0
K417,highlighter set,C009,Electronics Deals,exact,2025-02-18,1.5,375,10,1,14.1,55.84,500.0
K418,mechanical pencil,C002,Phone Accessories,phrase,2025-02-18,1.18,907,9,0,8.19,0.0,250.0
K419,index cards,C003,Home & Kitchen,broad,2025-02-18,1.08,1181,10,0,6.8,0.0,400.0
K420,envelope pack,C003,Home & Kitchen,broad,2025-02-18,1.36,1916,56,2,64.96,48.71,400.0
K421,stamp pad ink,C002,Phone Accessories,exact,2025-02-18,3.1,1635,37,5,97.31,111.6,250.0
K422,paper clips,C001,Headphones & Audio,phrase,2025-02-18,4.64,1041,27,3,97.2,165.66,300.0
K423,folder organizer,C007,Beauty & Personal Care,broad,2025-02-18,1.72,1968,30,1,40.2,17.22,350.0
K424,scissors heavy duty,C004,Fitness & Outdoors,broad,2025-02-18,3.19,1995,21,1,40.95,29.84,200.0
K425,glue stick,C001,Headphones & Audio,phrase,2025-02-18,2.55,1033,16,0,33.92,0.0,300.0
K426,tape dispenser,C004,Fitness & Outdoors,phrase,2025-02-18,5.58,704,9,0,27.45,0.0,200.0
K427,stapler,C009,Electronics Deals,exact,2025-02-18,6.14,1471,41,3,115.21,164.13,500.0
K428,pencil sharpener,C005,Kids & Toys,phrase,2025-02-18,1.57,941,10,0,8.2,0.0,150.0
K429,ruler set,C001,Headphones & Audio,broad,2025-02-18,0.89,740,21,2,14.28,107.48,300.0
K430,eraser pack,C001,Headphones & Audio,exact,2025-02-18,3.59,985,10,2,29.5,68.82,300.0
K431,marker set,C003,Home & Kitchen,exact,2025-02-18,0.85,1736,55,2,27.5,102.27,400.0
K432,travel backpack,C009,Electronics Deals,phrase,2025-02-18,4.55,1343,18,1,55.8,26.38,500.0
K433,wireless charger pad,C008,Pet Supplies,broad,2025-02-18,3.31,898,13,2,28.47,90.67,120.0
K434,led desk lamp,C008,Pet Supplies,phrase,2025-02-18,2.01,800,11,0,20.02,0.0,120.0
K435,protein powder,C007,Beauty & Personal Care,exact,2025-02-18,1.66,1722,28,2,42.28,100.1,350.0
K436,electric kettle,C002,Phone Accessories,exact,2025-02-18,0.93,970,10,0,7.4,0.0,250.0
K437,tablet stand,C008,Pet Supplies,broad,2025-02-18,4.23,1096,15,0,52.65,0.0,120.0
K438,noise machine sleep,C005,Kids & Toys,phrase,2025-02-18,3.34,1788,39,3,89.7,32.49,150.0
K439,car phone mount,C003,Home & Kitchen,phrase,2025-02-18,6.05,1679,21,1,109.83,49.26,400.0
K440,reusable water bottle,C006,Office Supplies,exact,2025-02-18,1.92,1688,32,2,34.88,120.92,180.0
K441,massage gun,C001,Headphones & Audio,broad,2025-02-18,1.27,1226,24,2,20.16,98.54,300.0
K442,smart plug wifi,C003,Home & Kitchen,exact,2025-02-18,2.21,1161,7,1,6.79,31.29,400.0
K443,hiking boots men,C008,Pet Supplies,broad,2025-02-18,4.08,1920,10,0,22.1,0.0,120.0
K444,face wash cleanser,C010,Garden & Tools,phrase,2025-02-18,3.85,504,7,0,19.53,0.0,80.0
K445,baby monitor camera,C005,Kids & Toys,exact,2025-02-18,0.68,1102,25,0,13.5,0.0,150.0
K446,electric shaver,C007,Beauty & Personal Care,exact,2025-02-18,2.65,623,16,1,36.0,20.29,350.0
K447,wall art canvas,C009,Electronics Deals,phrase,2025-02-18,0.83,1360,11,0,6.16,0.0,500.0
K448,portable fan mini,C010,Garden & Tools,phrase,2025-02-18,4.74,1135,13,0,30.29,0.0,80.0
K449,jump rope fitness,C005,Kids & Toys,broad,2025-02-18,2.92,326,1,0,1.59,0.0,150.0
K001,wireless headphones,C001,Headphones & Audio,exact,2025-02-19,3.67,1007,11,0,36.63,0.0,300.0
K002,bluetooth earbuds,C001,Headphones & Audio,phrase,2025-02-19,2.51,2412,23,2,35.19,34.01,300.0
K003,noise cancelling,C001,Headphones & Audio,broad,2025-02-19,3.66,1272,11,0,33.0,0.0,300.0
K004,over ear headphones,C001,Headphones & Audio,exact,2025-02-19,3.61,2424,28,0,72.8,0.0,300.0
K005,phone case iphone,C002,Phone Accessories,exact,2025-02-19,1.34,365,4,1,3.08,14.17,250.0
K006,screen protector,C002,Phone Accessories,phrase,2025-02-19,1.04,1123,27,1,24.03,7.42,250.0
K007,phone charger fast,C002,Phone Accessories,exact,2025-02-19,1.84,2396,40,2,57.2,27.87,250.0
K008,usb c cable,C002,Phone Accessories,broad,2025-02-19,1.05,1374,23,0,19.32,0.0,250.0
K009,air fryer,C003,Home & Kitchen,exact,2025-02-19,5.55,1681,15,1,52.5,45.53,400.0
K010,instant pot,C003,Home & Kitchen,phrase,2025-02-19,4.64,891,6,1,24.3,39.91,400.0
K011,kitchen knife set,C003,Home & Kitchen,exact,2025-02-19,3.26,2378,19,0,39.52,0.0,400.0
K012,blender smoothie,C003,Home & Kitchen,broad,2025-02-19,3.32,1835,17,0,45.9,0.0,400.0
K013,coffee maker,C003,Home & Kitchen,phrase,2025-02-19,4.48,319,1,0,3.2,0.0,400.0
K014,yoga mat,C004,Fitness & Outdoors,exact,2025-02-19,2.58,1281,21,0,46.83,0.0,200.0
K015,resistance bands,C004,Fitness & Outdoors,phrase,2025-02-19,1.92,630,14,4,18.06,60.45,200.0
K016,running shoes men,C004,Fitness & Outdoors,broad,2025-02-19,3.02,432,1,0,1.91,0.0,200.0
K017,water bottle insulated,C004,Fitness & Outdoors,exact,2025-02-19,1.53,1337,27,4,25.65,47.59,200.0
K018,kids puzzle,C005,Kids & Toys,exact,2025-02-19,0.88,848,22,4,13.42,36.14,150.0
K019,lego set,C005,Kids & Toys,phrase,2025-02-19,2.14,1061,16,1,21.6,19.02,150.0
K020,toy dinosaur,C005,Kids & Toys,broad,2025-02-19,0.72,695,11,1,5.39,7.59,150.0
K021,coloring book kids,C005,Kids & Toys,exact,2025-02-19,0.63,1427,46,2,21.62,13.71,150.0
K022,desk organizer,C006,Office Supplies,exact,2025-02-19,1.82,1107,19,1,26.98,17.27,180.0
K023,standing desk converter,C006,Office Supplies,phrase,2025-02-19,5.66,1275,9,1,26.46,52.21,180.0
K024,office chair ergonomic,C006,Office Supplies,exact,2025-02-19,6.66,881,3,0,16.41,0.0,180.0
K025,moisturizer face,C007,Beauty & Personal Care,exact,2025-02-19,2.59,1808,27,1,65.88,20.81,350.0
K026,sunscreen spf 50,C007,Beauty & Personal Care,phrase,2025-02-19,2.09,1811,27,1,34.02,14.52,350.0
K027,hair dryer,C007,Beauty & Personal Care,broad,2025-02-19,2.86,377,1,0,2.61,0.0,350.0
K028,makeup brush set,C007,Beauty & Personal Care,exact,2025-02-19,1.55,1851,35,4,27.65,49.86,350.0
K029,vitamin c serum,C007,Beauty & Personal Care,phrase,2025-02-19,3.21,664,8,1,20.08,22.04,350.0
K030,dog food grain free,C008,Pet Supplies,exact,2025-02-19,1.93,740,14,0,23.52,0.0,120.0
K031,cat litter,C008,Pet Supplies,phrase,2025-02-19,1.53,688,7,1,9.94,13.05,120.0
K032,dog bed large,C008,Pet Supplies,broad,2025-02-19,2.56,1953,23,0,51.06,0.0,120.0
K033,laptop stand,C009,Electronics Deals,exact,2025-02-19,3.24,556,7,1,13.58,21.26,500.0
K034,mechanical keyboard,C009,Electronics Deals,phrase,2025-02-19,3.62,2079,21,3,39.06,85.37,500.0
K035,monitor 27 inch,C009,Electronics Deals,exact,2025-02-19,6.23,367,2,0,11.4,0.0,500.0
K036,wireless mouse,C009,Electronics Deals,broad,2025-02-19,1.89,466,9,0,14.49,0.0,500.0
K037,usb hub,C009,Electronics Deals,phrase,2025-02-19,2.04,1949,27,0,51.57,0.0,500.0
K038,hdmi cable,C009,Electronics Deals,exact,2025-02-19,0.86,728,14,1,7.84,9.49,500.0
K039,garden hose,C010,Garden & Tools,exact,2025-02-19,1.34,1606,21,0,23.73,0.0,80.0
K040,lawn mower,C010,Garden & Tools,phrase,2025-02-19,4.54,2442,17,0,53.04,0.0,80.0
K180,bluetooth speaker portable,C001,Headphones & Audio,phrase,2025-02-19,3.23,1354,18,0,49.32,0.0,300.0
K181,yoga pants women,C004,Fitness & Outdoors,exact,2025-02-19,2.22,1417,22,1,43.78,14.78,200.0
K182,dog treats natural,C008,Pet Supplies,exact,2025-02-19,1.26,941,20,0,16.2,0.0,120.0
K201,portable speaker waterproof,C001,Headphones & Audio,broad,2025-02-19,2.0,761,9,0,14.52,0.0,300.0
K202,smart watch fitness,C009,Electronics Deals,broad,2025-02-19,4.5,3055,16,0,62.24,0.0,500.0
K205,premium leather wallet,C002,Phone Accessories,exact,2025-02-19,1.5,51,3,1,3.62,49.0,250.0
K206,gaming headset rgb,C009,Electronics Deals,phrase,2025-02-19,3.8,1306,13,0,41.56,0.0,500.0
K207,power drill cordless,C010,Garden & Tools,exact,2025-02-19,4.0,2614,29,0,77.43,0.0,80.0
K300,travel backpack,C009,Electronics Deals,exact,2025-02-19,1.0,1560,8,0,5.92,0.0,500.0
K301,wireless charger pad,C004,Fitness & Outdoors,broad,2025-02-19,5.45,747,9,0,27.18,0.0,200.0
K302,led desk lamp,C006,Office Supplies,exact,2025-02-19,3.76,299,3,0,8.1,0.0,180.0
K303,protein powder,C004,Fitness & Outdoors,exact,2025-02-19,0.9,1533,17,0,6.8,0.0,200.0
K304,electric kettle,C005,Kids & Toys,broad,2025-02-19,4.71,714,17,1,70.55,70.14,150.0
K305,tablet stand,C002,Phone Accessories,exact,2025-02-19,2.7,514,16,0,38.56,0.0,250.0
K306,noise machine sleep,C002,Phone Accessories,phrase,2025-02-19,3.77,1306,25,1,50.75,44.42,250.0
K307,car phone mount,C001,Headphones & Audio,phrase,2025-02-19,1.37,319,6,0,6.72,0.0,300.0
K308,reusable water bottle,C006,Office Supplies,broad,2025-02-19,2.58,783,6,0,6.9,0.0,180.0
K309,massage gun,C007,Beauty & Personal Care,phrase,2025-02-19,3.74,1052,32,1,73.92,7.94,350.0
K310,smart plug wifi,C006,Office Supplies,phrase,2025-02-19,4.25,1176,22,1,62.04,27.59,180.0
K311,hiking boots men,C002,Phone Accessories,phrase,2025-02-19,3.7,117,3,0,4.47,0.0,250.0
K312,face wash cleanser,C002,Phone Accessories,exact,2025-02-19,1.36,1504,23,2,27.83,110.19,250.0
K314,electric shaver,C001,Headphones & Audio,phrase,2025-02-19,2.96,1935,53,4,121.9,195.9,300.0
K315,wall art canvas,C004,Fitness & Outdoors,phrase,2025-02-19,3.54,624,12,1,19.44,16.0,200.0
K316,portable fan mini,C006,Office Supplies,phrase,2025-02-19,2.64,1701,18,2,41.76,46.15,180.0
K317,jump rope fitness,C004,Fitness & Outdoors,broad,2025-02-19,4.75,1531,29,1,109.04,40.48,200.0
K318,door mat outdoor,C010,Garden & Tools,phrase,2025-02-19,2.64,714,19,0,42.18,0.0,80.0
K319,shower head rain,C006,Office Supplies,phrase,2025-02-19,2.81,206,3,0,3.93,0.0,180.0
K320,night light kids,C007,Beauty & Personal Care,exact,2025-02-19,3.67,1985,37,2,61.05,112.13,350.0
K321,lunch box adult,C009,Electronics Deals,exact,2025-02-19,1.91,1118,12,0,18.96,0.0,500.0
K322,bike lock,C006,Office Supplies,broad,2025-02-19,4.2,320,7,1,20.86,44.24,180.0
K323,hand cream moisturizer,C003,Home & Kitchen,exact,2025-02-19,2.53,181,2,0,3.08,0.0,400.0
K325,surge protector,C002,Phone Accessories,broad,2025-02-19,4.64,725,20,1,80.8,59.4,250.0
K326,pillow memory foam,C003,Home & Kitchen,phrase,2025-02-19,2.14,1181,16,1,15.04,43.98,400.0
K327,tea kettle stovetop,C009,Electronics Deals,broad,2025-02-19,1.74,1587,26,1,41.08,17.0,500.0
K328,food storage containers,C003,Home & Kitchen,phrase,2025-02-19,1.97,765,9,0,8.19,0.0,400.0
K329,yoga block,C009,Electronics Deals,broad,2025-02-19,5.96,1369,6,1,30.24,14.52,500.0
K330,packing cubes travel,C004,Fitness & Outdoors,broad,2025-02-19,5.88,109,2,0,6.96,0.0,200.0
K331,desk pad leather,C001,Headphones & Audio,phrase,2025-02-19,4.72,231,3,0,10.83,0.0,300.0
K332,garlic press,C008,Pet Supplies,broad,2025-02-19,0.59,1770,25,0,7.25,0.0,120.0
K333,resistance loop bands,C001,Headphones & Audio,broad,2025-02-19,6.21,1504,19,1,83.41,42.03,300.0
K334,solar garden lights,C004,Fitness & Outdoors,phrase,2025-02-19,1.77,690,2,0,2.4,0.0,200.0
K335,hand sanitizer bulk,C010,Garden & Tools,exact,2025-02-19,2.6,1959,63,8,108.36,503.63,80.0
K336,rain jacket women,C008,Pet Supplies,exact,2025-02-19,3.91,1292,15,2,40.8,17.96,120.0
K337,measuring cups set,C004,Fitness & Outdoors,exact,2025-02-19,4.72,1744,23,3,51.06,166.36,200.0
K338,camping lantern,C008,Pet Supplies,phrase,2025-02-19,1.46,952,23,3,26.22,56.96,120.0
K339,electric blanket,C009,Electronics Deals,exact,2025-02-19,2.57,1275,8,0,13.04,0.0,500.0
K340,label maker,C009,Electronics Deals,broad,2025-02-19,1.47,454,5,0,5.15,0.0,500.0
K341,insulated lunch bag,C003,Home & Kitchen,exact,2025-02-19,1.62,1482,40,2,58.0,56.75,400.0
K342,bath towel set,C010,Garden & Tools,exact,2025-02-19,1.81,579,4,0,4.64,0.0,80.0
K343,wall clock modern,C008,Pet Supplies,exact,2025-02-19,1.82,1268,26,1,37.44,27.83,120.0
K344,pepper grinder,C004,Fitness & Outdoors,phrase,2025-02-19,2.2,1406,21,1,36.54,30.34,200.0
K345,laptop sleeve 15,C008,Pet Supplies,exact,2025-02-19,2.25,1954,31,2,50.84,85.4,120.0
K346,plant pot indoor,C002,Phone Accessories,exact,2025-02-19,4.77,1379,35,1,88.9,58.51,250.0
K347,first aid kit,C004,Fitness & Outdoors,broad,2025-02-19,1.92,1395,13,1,19.11,33.85,200.0
K348,exercise ball,C009,Electronics Deals,broad,2025-02-19,5.88,661,20,3,108.0,145.56,500.0
K349,curtain rod,C008,Pet Supplies,broad,2025-02-19,5.66,103,0,0,0.0,0.0,120.0
K350,baking sheet set,C003,Home & Kitchen,phrase,2025-02-19,2.5,1813,24,1,28.32,10.14,400.0
K351,car vacuum cleaner,C005,Kids & Toys,broad,2025-02-19,5.5,1086,26,1,95.16,63.11,150.0
K352,spice rack organizer,C002,Phone Accessories,broad,2025-02-19,5.34,1791,12,1,53.88,60.73,250.0
K353,tension rod curtain,C002,Phone Accessories,exact,2025-02-19,4.19,244,6,1,18.24,59.09,250.0
K354,foam roller,C008,Pet Supplies,phrase,2025-02-19,3.96,1554,18,0,31.14,0.0,120.0
K355,bird feeder,C006,Office Supplies,broad,2025-02-19,3.72,1604,27,0,91.8,0.0,180.0
K356,extension cord outdoor,C006,Office Supplies,broad,2025-02-19,4.76,378,6,0,18.06,0.0,180.0
K357,toothbrush holder,C001,Headphones & Audio,exact,2025-02-19,5.62,1112,15,1,43.35,33.27,300.0
K358,wine opener,C005,Kids & Toys,exact,2025-02-19,0.75,1478,25,2,10.75,134.44,150.0
K359,laundry basket,C002,Phone Accessories,broad,2025-02-19,2.34,596,10,0,19.4,0.0,250.0
K360,cutting board bamboo,C007,Beauty & Personal Care,broad,2025-02-19,2.51,1885,28,1,33.32,52.33,350.0
K361,notebook journal,C004,Fitness & Outdoors,phrase,2025-02-19,1.36,1346,9,0,6.12,0.0,200.0
K362,hair clips women,C001,Headphones & Audio,broad,2025-02-19,5.26,273,2,0,5.08,0.0,300.0
K363,phone tripod,C003,Home & Kitchen,broad,2025-02-19,4.63,1440,23,1,77.74,21.71,400.0
K364,drawer organizer,C008,Pet Supplies,phrase,2025-02-19,4.59,292,4,0,15.0,0.0,120.0
K365,water filter pitcher,C004,Fitness & Outdoors,phrase,2025-02-19,0.91,384,5,0,1.9,0.0,200.0
K366,dog leash retractable,C005,Kids & Toys,phrase,2025-02-19,1.62,1756,23,0,24.38,0.0,150.0
K367,bath bomb set,C008,Pet Supplies,phrase,2025-02-19,6.28,343,0,0,0.0,0.0,120.0
K368,cast iron skillet,C003,Home & Kitchen,exact,2025-02-19,4.24,156,4,0,8.8,0.0,400.0
K369,bookshelf small,C008,Pet Supplies,phrase,2025-02-19,3.07,237,2,0,4.28,0.0,120.0
K370,flashlight tactical,C002,Phone Accessories,exact,2025-02-19,0.52,1834,13,0,5.2,0.0,250.0
K371,ice cube tray,C006,Office Supplies,broad,2025-02-19,2.92,1311,8,1,21.52,26.39,180.0
K372,picture frame set,C004,Fitness & Outdoors,phrase,2025-02-19,1.21,1225,21,0,14.91,0.0,200.0
K373,cable management,C002,Phone Accessories,broad,2025-02-19,4.39,935,8,0,18.0,0.0,250.0
K374,shoe rack,C006,Office Supplies,exact,2025-02-19,1.86,309,1,0,1.1,0.0,180.0
K375,kitchen timer digital,C009,Electronics Deals,phrase,2025-02-19,1.58,820,23,0,20.01,0.0,500.0
K376,makeup organizer,C002,Phone Accessories,phrase,2025-02-19,1.68,1213,40,4,59.6,108.44,250.0
K377,pet bed small,C009,Electronics Deals,exact,2025-02-19,3.63,1873,19,1,47.88,36.37,500.0
K378,wall hooks adhesive,C005,Kids & Toys,broad,2025-02-19,2.28,1964,26,0,27.3,0.0,150.0
K379,hand towel set,C009,Electronics Deals,phrase,2025-02-19,1.68,676,17,1,18.7,12.88,500.0
K380,egg cooker electric,C003,Home & Kitchen,exact,2025-02-19,2.9,153,2,0,2.64,0.0,400.0
K381,puzzle 1000 piece,C002,Phone Accessories,phrase,2025-02-19,3.26,1356,24,1,48.48,51.2,250.0
K382,yoga strap,C004,Fitness & Outdoors,broad,2025-02-19,3.26,230,3,0,8.76,0.0,200.0
K383,tool set home,C007,Beauty & Personal Care,phrase,2025-02-19,1.06,1432,38,3,20.9,142.89,350.0
K384,soap dispenser,C006,Office Supplies,exact,2025-02-19,0.61,1830,27,2,14.58,88.97,180.0
K385,coaster set,C004,Fitness & Outdoors,broad,2025-02-19,5.79,1440,20,1,87.2,21.47,200.0
K386,mouse pad large,C003,Home & Kitchen,exact,2025-02-19,4.15,1511,11,0,29.48,0.0,400.0
K387,storage bins fabric,C003,Home & Kitchen,exact,2025-02-19,4.1,1879,24,0,75.6,0.0,400.0
K388,can opener electric,C010,Garden & Tools,exact,2025-02-19,4.28,1093,12,1,31.08,38.14,80.0
K389,bath mat non slip,C003,Home & Kitchen,phrase,2025-02-19,0.93,1352,10,1,6.7,41.23,400.0
K390,key finder bluetooth,C007,Beauty & Personal Care,phrase,2025-02-19,4.62,1642,21,0,40.95,0.0,350.0
K391,chip clips,C002,Phone Accessories,broad,2025-02-19,1.42,324,6,1,4.86,24.02,250.0
K392,salad spinner,C008,Pet Supplies,phrase,2025-02-19,2.57,1221,9,1,14.94,26.7,120.0
K393,desk fan quiet,C003,Home & Kitchen,exact,2025-02-19,2.57,600,8,0,12.32,0.0,400.0
K394,luggage tag,C009,Electronics Deals,phrase,2025-02-19,2.75,1427,7,1,17.43,41.58,500.0
K395,lint roller,C010,Garden & Tools,broad,2025-02-19,1.18,855,15,1,15.9,36.73,80.0
K396,tape measure,C008,Pet Supplies,phrase,2025-02-19,6.61,1042,25,3,106.75,65.23,120.0
K397,ice pack lunch,C004,Fitness & Outdoors,broad,2025-02-19,5.01,1589,14,2,43.12,19.26,200.0
K398,door stopper,C002,Phone Accessories,exact,2025-02-19,5.75,1129,31,2,72.85,85.13,250.0
K399,broom dustpan set,C009,Electronics Deals,exact,2025-02-19,0.66,627,16,5,4.96,210.36,500.0
K400,magnifying glass,C003,Home & Kitchen,phrase,2025-02-19,2.61,1082,19,1,39.14,58.03,400.0
K401,fly swatter,C005,Kids & Toys,broad,2025-02-19,5.13,534,2,0,5.42,0.0,150.0
K402,jar opener,C004,Fitness & Outdoors,phrase,2025-02-19,2.33,755,10,0,21.0,0.0,200.0
K403,oven mitts,C002,Phone Accessories,phrase,2025-02-19,4.01,166,3,1,7.56,20.36,250.0
K404,pot holder,C008,Pet Supplies,phrase,2025-02-19,2.62,1791,31,2,36.27,121.76,120.0
K405,dish rack,C003,Home & Kitchen,broad,2025-02-19,2.26,1321,25,2,41.75,21.16,400.0
K406,sponge holder,C001,Headphones & Audio,exact,2025-02-19,2.56,1602,41,2,90.2,85.27,300.0
K407,towel rack,C001,Headphones & Audio,broad,2025-02-19,0.47,1878,38,0,16.34,0.0,300.0
K408,trash bags tall,C008,Pet Supplies,exact,2025-02-19,0.67,1773,8,1,4.24,21.58,120.0
K409,aluminum foil,C007,Beauty & Personal Care,exact,2025-02-19,6.21,1026,33,0,167.31,0.0,350.0
K410,parchment paper,C007,Beauty & Personal Care,broad,2025-02-19,1.58,738,12,0,17.28,0.0,350.0
K411,zip ties,C010,Garden & Tools,phrase,2025-02-19,3.04,111,1,0,1.42,0.0,80.0
K412,command strips,C003,Home & Kitchen,phrase,2025-02-19,2.29,1766,37,2,60.68,58.96,400.0
K413,velcro strips,C009,Electronics Deals,exact,2025-02-19,2.68,546,13,0,18.33,0.0,500.0
K414,rubber bands,C009,Electronics Deals,phrase,2025-02-19,4.12,1775,9,2,30.78,104.36,500.0
K415,binder clips,C001,Headphones & Audio,phrase,2025-02-19,1.51,541,14,3,17.78,62.63,300.0
K416,sticky notes,C008,Pet Supplies,phrase,2025-02-19,1.37,1930,23,0,15.41,0.0,120.0
K417,highlighter set,C009,Electronics Deals,exact,2025-02-19,1.27,441,13,0,14.43,0.0,500.0
K418,mechanical pencil,C002,Phone Accessories,phrase,2025-02-19,1.08,1064,12,0,12.24,0.0,250.0
K419,index cards,C003,Home & Kitchen,broad,2025-02-19,0.89,1571,23,0,14.95,0.0,400.0
K420,envelope pack,C003,Home & Kitchen,broad,2025-02-19,1.2,334,3,1,3.0,28.71,400.0
K421,stamp pad ink,C002,Phone Accessories,exact,2025-02-19,3.75,1688,20,0,67.6,0.0,250.0
K422,paper clips,C001,Headphones & Audio,phrase,2025-02-19,4.82,958,29,3,88.45,159.51,300.0
K423,folder organizer,C007,Beauty & Personal Care,broad,2025-02-19,1.45,1075,16,2,11.52,49.79,350.0
K424,scissors heavy duty,C004,Fitness & Outdoors,broad,2025-02-19,2.64,1988,10,0,23.3,0.0,200.0
K425,glue stick,C001,Headphones & Audio,phrase,2025-02-19,2.87,1784,49,1,67.62,38.6,300.0
K426,tape dispenser,C004,Fitness & Outdoors,phrase,2025-02-19,5.46,129,1,0,3.4,0.0,200.0
K427,stapler,C009,Electronics Deals,exact,2025-02-19,5.32,1086,31,1,116.25,52.44,500.0
K428,pencil sharpener,C005,Kids & Toys,phrase,2025-02-19,1.83,1868,16,3,24.16,169.49,150.0
K429,ruler set,C001,Headphones & Audio,broad,2025-02-19,0.98,470,6,0,3.78,0.0,300.0
K430,eraser pack,C001,Headphones & Audio,exact,2025-02-19,4.33,1954,36,1,119.52,36.97,300.0
K431,marker set,C003,Home & Kitchen,exact,2025-02-19,0.91,552,15,1,6.6,42.0,400.0
K432,travel backpack,C009,Electronics Deals,phrase,2025-02-19,4.92,417,4,0,11.04,0.0,500.0
K433,wireless charger pad,C008,Pet Supplies,broad,2025-02-19,2.96,708,8,0,20.0,0.0,120.0
K434,led desk lamp,C008,Pet Supplies,phrase,2025-02-19,2.38,700,12,0,19.2,0.0,120.0
K435,protein powder,C007,Beauty & Personal Care,exact,2025-02-19,1.54,1486,25,4,19.25,217.53,350.0
K436,electric kettle,C002,Phone Accessories,exact,2025-02-19,1.09,800,11,1,9.35,19.02,250.0
K437,tablet stand,C008,Pet Supplies,broad,2025-02-19,3.47,1271,9,0,13.32,0.0,120.0
K438,noise machine sleep,C005,Kids & Toys,phrase,2025-02-19,2.79,517,11,0,19.8,0.0,150.0
K439,car phone mount,C003,Home & Kitchen,phrase,2025-02-19,5.74,1073,12,0,49.2,0.0,400.0
K440,reusable water bottle,C006,Office Supplies,exact,2025-02-19,1.85,327,2,0,2.22,0.0,180.0
K441,massage gun,C001,Headphones & Audio,broad,2025-02-19,1.62,1015,11,2,15.62,118.89,300.0
K442,smart plug wifi,C003,Home & Kitchen,exact,2025-02-19,2.15,1666,21,1,36.12,26.4,400.0
K443,hiking boots men,C008,Pet Supplies,broad,2025-02-19,3.16,1720,23,3,56.12,102.06,120.0
K444,face wash cleanser,C010,Garden & Tools,phrase,2025-02-19,4.31,898,12,1,20.64,35.7,80.0
K445,baby monitor camera,C005,Kids & Toys,exact,2025-02-19,0.57,588,8,1,3.76,20.07,150.0
K446,electric shaver,C007,Beauty & Personal Care,exact,2025-02-19,2.42,1353,43,1,52.89,15.93,350.0
K447,wall art canvas,C009,Electronics Deals,phrase,2025-02-19,0.89,1665,18,2,12.06,100.12,500.0
K448,portable fan mini,C010,Garden & Tools,phrase,2025-02-19,4.55,1360,7,0,14.56,0.0,80.0
K449,jump rope fitness,C005,Kids & Toys,broad,2025-02-19,2.26,1942,18,1,35.46,48.56,150.0
K001,wireless headphones,C001,Headphones & Audio,exact,2025-02-20,3.29,1432,17,0,35.7,0.0,300.0
K002,bluetooth earbuds,C001,Headphones & Audio,phrase,2025-02-20,2.55,1040,8,1,11.36,18.01,300.0
K003,noise cancelling,C001,Headphones & Audio,broad,2025-02-20,4.25,1389,13,1,42.9,25.03,300.0
K004,over ear headphones,C001,Headphones & Audio,exact,2025-02-20,3.35,1737,21,2,46.41,36.84,300.0
K005,phone case iphone,C002,Phone Accessories,exact,2025-02-20,1.32,2052,30,1,26.1,13.96,250.0
K006,screen protector,C002,Phone Accessories,phrase,2025-02-20,1.09,1100,25,1,16.75,8.72,250.0
K007,phone charger fast,C002,Phone Accessories,exact,2025-02-20,1.74,1519,15,0,24.0,0.0,250.0
K008,usb c cable,C002,Phone Accessories,broad,2025-02-20,1.14,885,11,0,8.91,0.0,250.0
K009,air fryer,C003,Home & Kitchen,exact,2025-02-20,4.52,514,4,0,15.76,0.0,400.0
K010,instant pot,C003,Home & Kitchen,phrase,2025-02-20,4.99,1119,12,0,37.8,0.0,400.0
K011,kitchen knife set,C003,Home & Kitchen,exact,2025-02-20,2.71,893,8,0,11.36,0.0,400.0
K012,blender smoothie,C003,Home & Kitchen,broad,2025-02-20,3.26,378,2,0,5.94,0.0,400.0
K013,coffee maker,C003,Home & Kitchen,phrase,2025-02-20,4.16,704,5,0,19.05,0.0,400.0
K014,yoga mat,C004,Fitness & Outdoors,exact,2025-02-20,2.45,837,12,0,25.56,0.0,200.0
K015,resistance bands,C004,Fitness & Outdoors,phrase,2025-02-20,1.7,764,13,0,11.96,0.0,200.0
K016,running shoes men,C004,Fitness & Outdoors,broad,2025-02-20,3.06,2160,18,0,51.12,0.0,200.0
K017,water bottle insulated,C004,Fitness & Outdoors,exact,2025-02-20,1.4,379,9,2,9.99,24.44,200.0
K018,kids puzzle,C005,Kids & Toys,exact,2025-02-20,1.01,1112,24,2,22.08,22.18,150.0
K019,lego set,C005,Kids & Toys,phrase,2025-02-20,2.64,2441,41,0,72.16,0.0,150.0
K020,toy dinosaur,C005,Kids & Toys,broad,2025-02-20,0.84,2289,64,3,34.56,22.16,150.0
K021,coloring book kids,C005,Kids & Toys,exact,2025-02-20,0.61,2494,64,6,21.12,40.5,150.0
K022,desk organizer,C006,Office Supplies,exact,2025-02-20,1.98,2298,37,1,42.55,14.3,180.0
